model_id,attack_id,lambda,risk,risk_std,risk_lower,risk_upper,n_seeds,aurc,aurc_std,delta_r,delta_r_std,lambda_star,n_prompts
tulu2-7b-dpo,gcg,0,0.0,0.0,0.0,0.0,10,4.8767499999999995,0.2084401392886373,0.7345,0.027733854161776147,5.4,200.0
tulu2-7b-dpo,gcg,1,0.205,0.017320508075688777,0.19260965493313537,0.2173903450668646,10,4.8767499999999995,0.2084401392886373,0.7345,0.027733854161776147,5.4,200.0
tulu2-7b-dpo,gcg,2,0.3255,0.016064107680028653,0.31400842963283515,0.33699157036716487,10,4.8767499999999995,0.2084401392886373,0.7345,0.027733854161776147,5.4,200.0
tulu2-7b-dpo,gcg,4,0.47750000000000004,0.028891559705599527,0.4568322232403356,0.49816777675966445,10,4.8767499999999995,0.2084401392886373,0.7345,0.027733854161776147,5.4,200.0
tulu2-7b-dpo,gcg,6,0.579,0.032128215360057284,0.5560168592656702,0.6019831407343297,10,4.8767499999999995,0.2084401392886373,0.7345,0.027733854161776147,5.4,200.0
tulu2-7b-dpo,gcg,8,0.668,0.03065941943351177,0.6460675725751862,0.6899324274248139,10,4.8767499999999995,0.2084401392886373,0.7345,0.027733854161776147,5.4,200.0
tulu2-7b-dpo,gcg,10,0.7345,0.027733854161776147,0.7146603958961902,0.7543396041038098,10,4.8767499999999995,0.2084401392886373,0.7345,0.027733854161776147,5.4,200.0
tulu2-7b-dpo,jailbroken,0,0.0,0.0,0.0,0.0,10,7.7905,0.16684490469361724,0.9620000000000001,0.013165611772087677,2.0,200.0
tulu2-7b-dpo,jailbroken,1,0.442,0.02440400695696417,0.4245424250899795,0.4594575749100205,10,7.7905,0.16684490469361724,0.9620000000000001,0.013165611772087677,2.0,200.0
tulu2-7b-dpo,jailbroken,2,0.643,0.03276176633414832,0.6195636442010698,0.6664363557989302,10,7.7905,0.16684490469361724,0.9620000000000001,0.013165611772087677,2.0,200.0
tulu2-7b-dpo,jailbroken,4,0.842,0.02637338725980332,0.823133615289861,0.860866384710139,10,7.7905,0.16684490469361724,0.9620000000000001,0.013165611772087677,2.0,200.0
tulu2-7b-dpo,jailbroken,6,0.9195,0.01921371038260612,0.9057553395884824,0.9332446604115175,10,7.7905,0.16684490469361724,0.9620000000000001,0.013165611772087677,2.0,200.0
tulu2-7b-dpo,jailbroken,8,0.9494999999999999,0.013006408676751093,0.9401957757312093,0.9588042242687905,10,7.7905,0.16684490469361724,0.9620000000000001,0.013165611772087677,2.0,200.0
tulu2-7b-dpo,jailbroken,10,0.9620000000000001,0.013165611772087677,0.9525818886975085,0.9714181113024917,10,7.7905,0.16684490469361724,0.9620000000000001,0.013165611772087677,2.0,200.0
tulu2-7b-dpo,jailbroken-v1,0,0.0,0.0,0.0,0.0,6,7.987916666666666,0.33118505652681046,0.9741666666666666,0.0091742392963486,2.0,200.0
tulu2-7b-dpo,jailbroken-v1,1,0.4091666666666667,0.24514111582243125,0.1519068429187379,0.6664264904145955,6,7.987916666666666,0.33118505652681046,0.9741666666666666,0.0091742392963486,2.0,200.0
tulu2-7b-dpo,jailbroken-v1,2,0.7208333333333332,0.12920590801765477,0.585240048574484,0.8564266180921825,6,7.987916666666666,0.33118505652681046,0.9741666666666666,0.0091742392963486,2.0,200.0
tulu2-7b-dpo,jailbroken-v1,4,0.8741666666666666,0.052859877664128856,0.8186936271253882,0.9296397062079451,6,7.987916666666666,0.33118505652681046,0.9741666666666666,0.0091742392963486,2.0,200.0
tulu2-7b-dpo,jailbroken-v1,6,0.9325,0.026410225292488487,0.9047841683203802,0.9602158316796198,6,7.987916666666666,0.33118505652681046,0.9741666666666666,0.0091742392963486,2.0,200.0
tulu2-7b-dpo,jailbroken-v1,8,0.9550000000000001,0.010954451150103333,0.9435040085475821,0.966495991452418,6,7.987916666666666,0.33118505652681046,0.9741666666666666,0.0091742392963486,2.0,200.0
tulu2-7b-dpo,jailbroken-v1,10,0.9741666666666666,0.0091742392963486,0.9645388929801442,0.9837944403531891,6,7.987916666666666,0.33118505652681046,0.9741666666666666,0.0091742392963486,2.0,200.0
tulu2-7b-dpo,pair,0,0.0,0.0,0.0,0.0,10,7.9,0.12854419905663247,0.9874999999999998,0.009789450103725617,2.0,200.0
tulu2-7b-dpo,pair,1,0.29650000000000004,0.018863545089227877,0.2830058327493319,0.3099941672506682,10,7.9,0.12854419905663247,0.9874999999999998,0.009789450103725617,2.0,200.0
tulu2-7b-dpo,pair,2,0.638,0.036681815052632766,0.6117594102785605,0.6642405897214395,10,7.9,0.12854419905663247,0.9874999999999998,0.009789450103725617,2.0,200.0
tulu2-7b-dpo,pair,4,0.8989999999999998,0.016124515496597082,0.8874652164840781,0.9105347835159215,10,7.9,0.12854419905663247,0.9874999999999998,0.009789450103725617,2.0,200.0
tulu2-7b-dpo,pair,6,0.9545,0.014424131015612534,0.944181598265356,0.9648184017346441,10,7.9,0.12854419905663247,0.9874999999999998,0.009789450103725617,2.0,200.0
tulu2-7b-dpo,pair,8,0.976,0.011498792207106904,0.9677742595843244,0.9842257404156756,10,7.9,0.12854419905663247,0.9874999999999998,0.009789450103725617,2.0,200.0
tulu2-7b-dpo,pair,10,0.9874999999999998,0.009789450103725617,0.9804970492626445,0.9945029507373552,10,7.9,0.12854419905663247,0.9874999999999998,0.009789450103725617,2.0,200.0
